epoch,loss_G,loss_D,loss_GAN,loss_L1,loss_percep,loss_rad,val_L1,val_SSIM,val_PSNR
1,4.0442681312561035,0.26033639907836914,0.06835521757602692,2.177990436553955,1.0434348583221436,0.0,28170.431966145832,0.006889893938770454,9.696838400299255
2,2.6121535301208496,0.20019474625587463,0.04243672266602516,1.1518189907073975,0.7787346243858337,0.008653386496007442,17659.259440104168,0.13087109451343534,13.120389100759304
3,2.660166025161743,0.18982389569282532,0.06829886138439178,1.4689399003982544,0.5230740308761597,0.058001209050416946,16232.446614583334,0.3019249416700274,13.374695290434028
4,1.6084312200546265,0.1608874499797821,0.09095556288957596,0.8625565767288208,0.5442720055580139,0.01800640858709812,15337.985026041666,0.5330218885959024,13.474332615923112
5,2.3119609355926514,0.16172373294830322,0.14168809354305267,1.082876205444336,0.6097507476806641,0.062151290476322174,15553.459798177084,0.5687615787356823,13.371857247659342
6,2.289377450942993,0.14706586301326752,0.11346343904733658,1.3076807260513306,0.478852242231369,0.062217917293310165,16456.931640625,0.5760731293224922,12.975632730367927
7,2.330004930496216,0.13112081587314606,0.1686602085828781,1.1109979152679443,0.6674318909645081,0.06624067574739456,15623.0107421875,0.5790318359133172,13.431533296550752
8,2.0835163593292236,0.12950575351715088,0.08894872665405273,0.9235087633132935,0.6602450609207153,0.05600130930542946,14336.365071614584,0.5870759448605318,14.031649798025688
9,1.8396462202072144,0.10971131175756454,0.1306881457567215,0.7405823469161987,0.6568768620491028,0.059296634048223495,13502.716471354166,0.5925673844266321,14.522657717967212
10,2.1530582904815674,0.1478252410888672,0.09941954165697098,0.9399276375770569,0.39652326703071594,0.26342734694480896,12933.451822916666,0.5922760599197533,14.885236278921072
11,2.6014904975891113,0.1167285367846489,0.16485649347305298,1.3475286960601807,0.6293528079986572,0.11053075641393661,13627.562174479166,0.593292207081186,14.428075216151106
12,1.9036815166473389,0.12490248680114746,0.32789409160614014,0.6982531547546387,0.5749657154083252,0.04954781010746956,12599.494466145834,0.5964039799672833,15.05388676539161
13,1.8467801809310913,0.11358292400836945,0.09017634391784668,0.7719921469688416,0.5717927813529968,0.09895718842744827,12275.172688802084,0.6001408271194822,15.180008262155269
14,1.7817784547805786,0.1288735419511795,0.2861980199813843,0.7131488919258118,0.5545538663864136,0.05162297561764717,12020.46435546875,0.6090037854564262,15.270416890998654
15,1.7241650819778442,0.1265459656715393,0.13116857409477234,0.5802599787712097,0.5221160054206848,0.13382229208946228,11712.409016927084,0.6016715899968176,15.482644564620196
16,1.8291254043579102,0.09205137193202972,0.13552328944206238,0.6759467720985413,0.5955438613891602,0.1818666309118271,12167.19580078125,0.6023152381982375,15.198179186568952
17,1.5566844940185547,0.07638950645923615,0.2503111660480499,0.3900400698184967,0.5262502431869507,0.09882881492376328,11727.6376953125,0.6060335459081084,15.423623747608728
18,2.2131781578063965,0.11565514653921127,0.1076270192861557,0.44998204708099365,0.6384084224700928,0.6360069513320923,11845.58984375,0.6095278761489143,15.403813885946853
19,2.0932607650756836,0.07739561796188354,0.3084450364112854,0.6095434427261353,0.7645854949951172,0.16476142406463623,11202.69580078125,0.6101724006773535,15.787999389341621
20,1.4797461032867432,0.07145503163337708,0.20391616225242615,0.3366349935531616,0.6551730036735535,0.20348943769931793,10916.528971354166,0.6082686874488464,15.949751349469807
21,1.5469416379928589,0.07308842241764069,0.22796395421028137,0.34938597679138184,0.7044612169265747,0.13954150676727295,11095.823404947916,0.6093137352527623,15.850756202491121
22,1.3785476684570312,0.08271456509828568,0.24698799848556519,0.25674736499786377,0.5309591889381409,0.24148458242416382,10240.978841145834,0.6131912182887713,16.330888044245107
23,2.1199986934661865,0.05868471786379814,0.3745287358760834,0.3944980800151825,0.7599304914474487,0.5066726803779602,11550.55029296875,0.6050672720280885,15.615296274298279
24,1.7597613334655762,0.07862643897533417,0.17601613700389862,0.2522496283054352,0.6431034207344055,0.5920929312705994,10523.39501953125,0.6041404304636359,16.22347776235444
25,1.4498060941696167,0.05845062807202339,0.24306458234786987,0.25848302245140076,0.6601997017860413,0.16219450533390045,9996.701334635416,0.612307470169328,16.545193604495903
26,1.333307147026062,0.06620427221059799,0.20981517434120178,0.17111428081989288,0.702703595161438,0.15547522902488708,10350.912272135416,0.6137782386988467,16.430023953990144
27,2.1494407653808594,0.06289298832416534,0.2882802188396454,0.2742430567741394,0.7541446089744568,0.7539570331573486,10167.48583984375,0.6051221786649122,16.49199893741735
28,1.5412487983703613,0.0750761479139328,0.3123381733894348,0.22671988606452942,0.7622906565666199,0.1535782516002655,9548.483561197916,0.6194218146533611,16.931160015131557
29,1.6029140949249268,0.06717148423194885,0.25157538056373596,0.157624289393425,0.7823636531829834,0.3395748734474182,9956.48583984375,0.6171704898925724,16.685701627793293
30,1.7144156694412231,0.06302227079868317,0.2921578288078308,0.15617039799690247,0.9654901027679443,0.20936676859855652,9932.1826171875,0.6090078889706456,16.722124276861575
31,2.3904733657836914,0.06492365896701813,0.30341291427612305,0.16861775517463684,0.9590593576431274,0.7780317068099976,10308.708984375,0.5944011660986124,16.491857539125473
32,1.8319125175476074,0.0648263692855835,0.22482618689537048,0.11049030721187592,0.8000379800796509,0.5265035629272461,10255.145670572916,0.6039167930719684,16.575555740860224
33,1.7372653484344482,0.06882104277610779,0.22418126463890076,0.14440445601940155,0.9471594095230103,0.23201972246170044,9846.785319010416,0.5964424929972788,16.865368835421354
34,1.5525096654891968,0.06344082951545715,0.291514128446579,0.1505136340856552,0.7367558479309082,0.233207568526268,8917.008626302084,0.6209087686702929,17.566355954630087
35,2.294416904449463,0.0598921924829483,0.1959696114063263,0.18123900890350342,0.8952140808105469,0.8588045835494995,9618.999837239584,0.601045981005964,16.95126340870984
36,1.8944530487060547,0.05492351949214935,0.3794650435447693,0.13415707647800446,0.7778554558753967,0.555709719657898,9444.579264322916,0.6268430329637223,17.073792218640353
37,2.370711326599121,0.06170717254281044,0.2480825036764145,0.138630211353302,0.7471698522567749,1.0648694038391113,9473.928873697916,0.620342617255021,17.077257756523775
38,1.2389345169067383,0.09054666012525558,0.09265352785587311,0.14191743731498718,0.6395330429077148,0.19558975100517273,10688.5283203125,0.5836364088526863,16.55777020460762
39,2.4213902950286865,0.09139008820056915,0.33851224184036255,0.1246921569108963,0.7012122869491577,1.115515947341919,12047.501627604166,0.6066643707510988,15.520629718322406
40,1.859488844871521,0.05826412886381149,0.4020689129829407,0.1380854696035385,0.7551209926605225,0.43806028366088867,9272.45947265625,0.6113517088451285,17.25500723882786
41,1.8385779857635498,0.05136397108435631,0.21578459441661835,0.11753930896520615,0.7558138370513916,0.6237281560897827,9416.3740234375,0.6230841890342268,16.90710856214607
42,1.846955418586731,0.05529873073101044,0.3127785325050354,0.13617026805877686,0.782882809638977,0.4624760150909424,9528.779622395834,0.6116818924673341,17.00597811081975
43,2.392516613006592,0.03950459510087967,0.37679776549339294,0.15928246080875397,0.8586915731430054,0.7527897357940674,8999.316569010416,0.6011348878679915,17.55659622618926
44,1.6662647724151611,0.07224291563034058,0.10051294416189194,0.11886449158191681,0.6956828832626343,0.43179798126220703,9410.894368489584,0.6056071333411648,17.120549687197066
45,1.5331945419311523,0.05891029164195061,0.20518116652965546,0.08228401094675064,0.5737682580947876,0.5992417931556702,9584.486328125,0.6174228762905768,16.949301925073694
46,1.568210482597351,0.08770988136529922,0.29375624656677246,0.10746240615844727,0.6054158806800842,0.23856854438781738,8777.978271484375,0.6202248098395993,17.597483222337726
