epoch,loss_G,loss_D,loss_GAN,loss_L1,loss_percep,loss_rad,val_L1,val_SSIM,val_PSNR
1,2.1251091957092285,0.052967172116041183,0.0627184733748436,1.2826390266418457,0.5659012794494629,0.0,15520.702508223685,0.43678536109039884,14.030615059835293
2,1.4305974245071411,0.009846861474215984,0.0816236287355423,0.6830798387527466,0.5080624222755432,0.007083249744027853,12524.50271381579,0.477505314203289,15.739536254789614
3,1.4827812910079956,0.020571701228618622,0.11499082297086716,0.7322606444358826,0.5087877511978149,0.019230211153626442,12352.23671875,0.5150532808625894,15.781651656821131
4,1.7131468057632446,0.014777924865484238,0.113499715924263,0.8764959573745728,0.479418009519577,0.028142709285020828,12181.937253289474,0.538218023740148,15.88861936349322
5,1.7221753597259521,0.027245203033089638,0.19543451070785522,0.7511417269706726,0.5608738660812378,0.028805913403630257,11227.163240131578,0.5465219886593145,16.49599973900315
6,1.6108684539794922,0.022151775658130646,0.20941637456417084,0.7225609421730042,0.4888535439968109,0.028406908735632896,10945.914576480263,0.5695149860700076,16.674056236075202
7,1.8570656776428223,0.014510786160826683,0.09757550805807114,1.0100834369659424,0.5491355061531067,0.06647946685552597,11866.915481085527,0.5585512291909955,16.008493931739437
8,1.2224959135055542,0.008676405996084213,0.1393391489982605,0.4542374312877655,0.4537293016910553,0.05727070942521095,11393.180890213816,0.587824127323166,16.330041539076543
9,1.4151610136032104,0.01601509004831314,0.14828036725521088,0.5711092948913574,0.504245400428772,0.10931716859340668,11097.282658305921,0.5516720813427917,16.506921763165735
10,1.464320421218872,0.04089725762605667,0.0916740819811821,0.5201249718666077,0.5942149758338928,0.14773082733154297,11128.00041118421,0.5647496820299579,16.67726311356128
11,1.702404260635376,0.007860005833208561,0.2116335928440094,0.7564055323600769,0.5552626848220825,0.08894467353820801,11648.17263569079,0.5659403721085733,16.456275936881816
12,1.6780184507369995,0.01880444958806038,0.22303073108196259,0.5801650285720825,0.6089290976524353,0.14670315384864807,10536.274856085527,0.5662475879604566,17.174522753946288
13,1.6549314260482788,0.007563386578112841,0.20787863433361053,0.5498518347740173,0.6887539029121399,0.06975676864385605,12019.883532072368,0.47785562792151554,16.24725713754251
14,1.6254897117614746,0.00419000256806612,0.32328715920448303,0.48316842317581177,0.606351375579834,0.10768132656812668,10496.154985608553,0.5920472376381843,17.17428428930689
15,1.4156526327133179,0.012607797980308533,0.1875857710838318,0.4411360025405884,0.5574535131454468,0.14131943881511688,11321.196165707237,0.6068981517406035,16.22539687932526
16,1.4700531959533691,0.018918320536613464,0.16094495356082916,0.41968783736228943,0.6338158845901489,0.1487322300672531,10738.207051809211,0.6196018288047133,16.778011815383582
17,1.8886516094207764,0.005933910142630339,0.33581915497779846,0.5592516660690308,0.7175647616386414,0.1549759805202484,10961.830736019738,0.6116720549916805,16.61932571876464
18,2.286644697189331,0.06544128805398941,0.767031192779541,0.5396174192428589,0.7669297456741333,0.10044700652360916,10851.133131167762,0.5965662857650095,16.704645473849855
19,1.6607729196548462,0.03196008875966072,0.5255802869796753,0.30588090419769287,0.5928044319152832,0.15372613072395325,11420.476891447368,0.6278277640144899,16.345752097302228
20,1.9800339937210083,0.008410933427512646,0.5712804794311523,0.37102067470550537,0.6422491073608398,0.3015032112598419,10822.305437911184,0.5957592400249039,16.895079105732457
21,1.8232824802398682,0.004453014582395554,0.3763922154903412,0.4115366041660309,0.6968045234680176,0.22635406255722046,10932.037571957237,0.6324858620680943,16.655906660945796
22,2.0782275199890137,0.005716471932828426,0.5133310556411743,0.453395277261734,0.6486679911613464,0.39652034640312195,10274.616241776315,0.632092528715557,17.270742702925585
23,1.7080247402191162,0.006297473795711994,0.49138298630714417,0.26745420694351196,0.5393377542495728,0.3472479581832886,11132.901315789473,0.6118013934867567,16.529931649709052
24,1.7476013898849487,0.03503088653087616,0.6441494226455688,0.1885395646095276,0.6300835013389587,0.21203453838825226,10977.28648231908,0.6431348465446282,16.48876220716164
25,1.731899380683899,0.010186617262661457,0.37724068760871887,0.30183419585227966,0.7528032064437866,0.16988049447536469,11519.744891036184,0.6156143102393898,16.26263467860313
26,1.9939165115356445,0.015571994706988335,0.4554855227470398,0.35873615741729736,0.8081779479980469,0.267375648021698,11274.776387746711,0.6220371026840116,16.470589371480763
27,2.062396764755249,0.06620819866657257,0.23832854628562927,0.31702446937561035,0.999561607837677,0.3569704592227936,10510.311944901316,0.6107189201416245,17.004360646353394
28,2.012559652328491,0.015580672770738602,0.3899352252483368,0.2702035903930664,0.7768053412437439,0.4691247344017029,11432.177816611842,0.6049460776024341,16.197720293831892
29,2.1183254718780518,0.014256835915148258,0.8699421882629395,0.15204672515392303,0.7626412510871887,0.24512843787670135,11948.68715049342,0.608976657704121,15.7897055911655
30,2.082017421722412,0.004593448247760534,0.5750647783279419,0.18530216813087463,0.8321962952613831,0.3910505473613739,11580.583429276316,0.6216223140128002,16.176000774498693
